ConcatUF+Mun,IBGE,IBGE7,UF,Município,Região
TORiachinho,171855,1718550,TO,Riachinho,Região Norte
TORio da Conceição,171865,1718659,TO,Rio da Conceição,Região Norte
TORio Dos Bois,171870,1718709,TO,Rio Dos Bois,Região Norte
TORio Sono,171875,1718758,TO,Rio Sono,Região Norte
TOSampaio,171880,1718808,TO,Sampaio,Região Norte
TOSandolândia,171884,1718840,TO,Sandolândia,Região Norte
TOSanta fé do Araguaia,171886,1718865,TO,Santa fé do Araguaia,Região Norte
TOSanta Maria do Tocantins,171888,1718881,TO,Santa Maria do Tocantins,Região Norte
TOSanta Rita do Tocantins,171889,1718899,TO,Santa Rita do Tocantins,Região Norte
TOSanta Rosa do Tocantins,171890,1718907,TO,Santa Rosa do Tocantins,Região Norte
TOSanta Tereza do Tocantins,171900,1719004,TO,Santa Tereza do Tocantins,Região Norte
TOSanta Terezinha do Tocantins,172000,1720002,TO,Santa Terezinha do Tocantins,Região Norte
TOSão Bento do Tocantins,172010,1720101,TO,São Bento do Tocantins,Região Norte
TOSão Félix do Tocantins,172015,1720150,TO,São Félix do Tocantins,Região Norte
TOSão Miguel do Tocantins,172020,1720200,TO,São Miguel do Tocantins,Região Norte
TOSão Salvador do Tocantins,172025,1720259,TO,São Salvador do Tocantins,Região Norte
TOSão Sebastião do Tocantins,172030,1720309,TO,São Sebastião do Tocantins,Região Norte
TOSão Valério da Natividade,172049,1720499,TO,São Valério da Natividade,Região Norte
TOSilvanópolis,172065,1720655,TO,Silvanópolis,Região Norte
TOSítio Novo do Tocantins,172080,1720804,TO,Sítio Novo do Tocantins,Região Norte
TOSucupira,172085,1720853,TO,Sucupira,Região Norte
TOTaguatinga,172090,1720903,TO,Taguatinga,Região Norte
TOTaipas do Tocantins,172093,1720937,TO,Taipas do Tocantins,Região Norte
TOTalismã,172097,1720978,TO,Talismã,Região Norte
TOPalmas,172100,1721000,TO,Palmas,Região Norte
TOTocantínia,172110,1721109,TO,Tocantínia,Região Norte
TOTocantinópolis,172120,1721208,TO,Tocantinópolis,Região Norte
TOTupirama,172125,1721257,TO,Tupirama,Região Norte
TOTupiratins,172130,1721307,TO,Tupiratins,Região Norte
TOWanderlândia,172208,1722081,TO,Wanderlândia,Região Norte
TOXambioá,172210,1722107,TO,Xambioá,Região Norte
MAAçailândia,210005,2100055,MA,Açailândia,Região Nordeste
MAAfonso Cunha,210010,2100105,MA,Afonso Cunha,Região Nordeste
MAÁgua Doce do Maranhão,210015,2100154,MA,Água Doce do Maranhão,Região Nordeste
MAAlcântara,210020,2100204,MA,Alcântara,Região Nordeste
MAAldeias Altas,210030,2100303,MA,Aldeias Altas,Região Nordeste
MAAltamira do Maranhão,210040,2100402,MA,Altamira do Maranhão,Região Nordeste
MAAlto Alegre do Maranhão,210043,2100436,MA,Alto Alegre do Maranhão,Região Nordeste
MAAlto Alegre do Pindaré,210047,2100477,MA,Alto Alegre do Pindaré,Região Nordeste
MAAlto Parnaíba,210050,2100501,MA,Alto Parnaíba,Região Nordeste
MAAmapá do Maranhão,210055,2100550,MA,Amapá do Maranhão,Região Nordeste
MAAmarante do Maranhão,210060,2100600,MA,Amarante do Maranhão,Região Nordeste
MAAnajatuba,210070,2100709,MA,Anajatuba,Região Nordeste
MAAnapurus,210080,2100808,MA,Anapurus,Região Nordeste
MAApicum-açu,210083,2100832,MA,Apicum-açu,Região Nordeste
MAAraguanã,210087,2100873,MA,Araguanã,Região Nordeste
MAAraioses,210090,2100907,MA,Araioses,Região Nordeste
MAArame,210095,2100956,MA,Arame,Região Nordeste
MAArari,210100,2101004,MA,Arari,Região Nordeste
MAAxixá,210110,2101103,MA,Axixá,Região Nordeste
MABacabal,210120,2101202,MA,Bacabal,Região Nordeste
MABacabeira,210125,2101251,MA,Bacabeira,Região Nordeste
MABacuri,210130,2101301,MA,Bacuri,Região Nordeste
MABacurituba,210135,2101350,MA,Bacurituba,Região Nordeste
MABalsas,210140,2101400,MA,Balsas,Região Nordeste
MABarão de Grajaú,210150,2101509,MA,Barão de Grajaú,Região Nordeste
MABarra do Corda,210160,2101608,MA,Barra do Corda,Região Nordeste
MABarreirinhas,210170,2101707,MA,Barreirinhas,Região Nordeste
MABelágua,210173,2101731,MA,Belágua,Região Nordeste
MABela Vista do Maranhão,210177,2101772,MA,Bela Vista do Maranhão,Região Nordeste
MABenedito Leite,210180,2101806,MA,Benedito Leite,Região Nordeste
MABequimão,210190,2101905,MA,Bequimão,Região Nordeste
MABernardo do Mearim,210193,2101939,MA,Bernardo do Mearim,Região Nordeste
MABoa Vista do Gurupi,210197,2101970,MA,Boa Vista do Gurupi,Região Nordeste
MABom Jardim,210200,2102002,MA,Bom Jardim,Região Nordeste
MABom Jesus Das Selvas,210203,2102036,MA,Bom Jesus Das Selvas,Região Nordeste
MABom Lugar,210207,2102077,MA,Bom Lugar,Região Nordeste
MABrejo,210210,2102101,MA,Brejo,Região Nordeste
MABrejo de Areia,210215,2102150,MA,Brejo de Areia,Região Nordeste
MABuriti,210220,2102200,MA,Buriti,Região Nordeste
MABuriti Bravo,210230,2102309,MA,Buriti Bravo,Região Nordeste
MABuriticupu,210232,2102325,MA,Buriticupu,Região Nordeste
MABuritirana,210235,2102358,MA,Buritirana,Região Nordeste
MACachoeira Grande,210237,2102374,MA,Cachoeira Grande,Região Nordeste
MACajapió,210240,2102408,MA,Cajapió,Região Nordeste
MACajari,210250,2102507,MA,Cajari,Região Nordeste
MACampestre do Maranhão,210255,2102556,MA,Campestre do Maranhão,Região Nordeste
MACândido Mendes,210260,2102606,MA,Cândido Mendes,Região Nordeste
MACantanhede,210270,2102705,MA,Cantanhede,Região Nordeste
MACapinzal do Norte,210275,2102754,MA,Capinzal do Norte,Região Nordeste
MACarolina,210280,2102804,MA,Carolina,Região Nordeste
MACarutapera,210290,2102903,MA,Carutapera,Região Nordeste
MACaxias,210300,2103000,MA,Caxias,Região Nordeste
MACedral,210310,2103109,MA,Cedral,Região Nordeste
MACentral do Maranhão,210312,2103125,MA,Central do Maranhão,Região Nordeste
MACentro do Guilherme,210315,2103158,MA,Centro do Guilherme,Região Nordeste
MACentro Novo do Maranhão,210317,2103174,MA,Centro Novo do Maranhão,Região Nordeste
MAChapadinha,210320,2103208,MA,Chapadinha,Região Nordeste
MACidelândia,210325,2103257,MA,Cidelândia,Região Nordeste
MACodó,210330,2103307,MA,Codó,Região Nordeste
MACoelho Neto,210340,2103406,MA,Coelho Neto,Região Nordeste
MAColinas,210350,2103505,MA,Colinas,Região Nordeste
MAConceição do Lago-açu,210355,2103554,MA,Conceição do Lago-açu,Região Nordeste
MACoroatá,210360,2103604,MA,Coroatá,Região Nordeste
MACururupu,210370,2103703,MA,Cururupu,Região Nordeste
MADavinópolis,210375,2103752,MA,Davinópolis,Região Nordeste
MADom Pedro,210380,2103802,MA,Dom Pedro,Região Nordeste
MADuque Bacelar,210390,2103901,MA,Duque Bacelar,Região Nordeste
MAEsperantinópolis,210400,2104008,MA,Esperantinópolis,Região Nordeste
MAEstreito,210405,2104057,MA,Estreito,Região Nordeste
MAFeira Nova do Maranhão,210407,2104073,MA,Feira Nova do Maranhão,Região Nordeste
MAFernando Falcão,210408,2104081,MA,Fernando Falcão,Região Nordeste
MAFormosa da Serra Negra,210409,2104099,MA,Formosa da Serra Negra,Região Nordeste
MAFortaleza Dos Nogueiras,210410,2104107,MA,Fortaleza Dos Nogueiras,Região Nordeste
MAFortuna,210420,2104206,MA,Fortuna,Região Nordeste
MAGodofredo Viana,210430,2104305,MA,Godofredo Viana,Região Nordeste
MAGonçalves Dias,210440,2104404,MA,Gonçalves Dias,Região Nordeste
MAGovernador Archer,210450,2104503,MA,Governador Archer,Região Nordeste
MAGovernador Edison Lobão,210455,2104552,MA,Governador Edison Lobão,Região Nordeste
MAGovernador Eugênio Barros,210460,2104602,MA,Governador Eugênio Barros,Região Nordeste
MAGovernador Luiz Rocha,210462,2104628,MA,Governador Luiz Rocha,Região Nordeste
MAGovernador Newton Bello,210465,2104651,MA,Governador Newton Bello,Região Nordeste
MAGovernador Nunes Freire,210467,2104677,MA,Governador Nunes Freire,Região Nordeste
MAGraça Aranha,210470,2104701,MA,Graça Aranha,Região Nordeste
MAGrajaú,210480,2104800,MA,Grajaú,Região Nordeste
MAGuimarães,210490,2104909,MA,Guimarães,Região Nordeste
MAHumberto de Campos,210500,2105005,MA,Humberto de Campos,Região Nordeste
MAIcatu,210510,2105104,MA,Icatu,Região Nordeste
MAIgarapé do Meio,210515,2105153,MA,Igarapé do Meio,Região Nordeste
MAIgarapé Grande,210520,2105203,MA,Igarapé Grande,Região Nordeste
MAImperatriz,210530,2105302,MA,Imperatriz,Região Nordeste
MAItaipava do Grajaú,210535,2105351,MA,Itaipava do Grajaú,Região Nordeste
MAItapecuru Mirim,210540,2105401,MA,Itapecuru Mirim,Região Nordeste
MAItinga do Maranhão,210542,2105427,MA,Itinga do Maranhão,Região Nordeste
MAJatobá,210545,2105450,MA,Jatobá,Região Nordeste
MAJenipapo Dos Vieiras,210547,2105476,MA,Jenipapo Dos Vieiras,Região Nordeste
MAJoão Lisboa,210550,2105500,MA,João Lisboa,Região Nordeste
MAJoselândia,210560,2105609,MA,Joselândia,Região Nordeste
MAJunco do Maranhão,210565,2105658,MA,Junco do Maranhão,Região Nordeste
MALago da Pedra,210570,2105708,MA,Lago da Pedra,Região Nordeste
MALago do Junco,210580,2105807,MA,Lago do Junco,Região Nordeste
MALago Verde,210590,2105906,MA,Lago Verde,Região Nordeste
MALagoa do Mato,210592,2105922,MA,Lagoa do Mato,Região Nordeste
MALago Dos Rodrigues,210594,2105948,MA,Lago Dos Rodrigues,Região Nordeste
MALagoa Grande do Maranhão,210596,2105963,MA,Lagoa Grande do Maranhão,Região Nordeste
MALajeado Novo,210598,2105989,MA,Lajeado Novo,Região Nordeste
MALima Campos,210600,2106003,MA,Lima Campos,Região Nordeste
MALoreto,210610,2106102,MA,Loreto,Região Nordeste
MALuís Domingues,210620,2106201,MA,Luís Domingues,Região Nordeste
MAMagalhães de Almeida,210630,2106300,MA,Magalhães de Almeida,Região Nordeste
MAMaracaçumé,210632,2106326,MA,Maracaçumé,Região Nordeste
MAMarajá do Sena,210635,2106359,MA,Marajá do Sena,Região Nordeste
MAMaranhãozinho,210637,2106375,MA,Maranhãozinho,Região Nordeste
MAMata Roma,210640,2106409,MA,Mata Roma,Região Nordeste
MAMatinha,210650,2106508,MA,Matinha,Região Nordeste
MAMatões,210660,2106607,MA,Matões,Região Nordeste
MAMatões do Norte,210663,2106631,MA,Matões do Norte,Região Nordeste
MAMilagres do Maranhão,210667,2106672,MA,Milagres do Maranhão,Região Nordeste
MAMirador,210670,2106706,MA,Mirador,Região Nordeste
MAMiranda do Norte,210675,2106755,MA,Miranda do Norte,Região Nordeste
MAMirinzal,210680,2106805,MA,Mirinzal,Região Nordeste
MAMonção,210690,2106904,MA,Monção,Região Nordeste
MAMontes Altos,210700,2107001,MA,Montes Altos,Região Nordeste
MAMorros,210710,2107100,MA,Morros,Região Nordeste
MANina Rodrigues,210720,2107209,MA,Nina Rodrigues,Região Nordeste
MANova Colinas,210725,2107258,MA,Nova Colinas,Região Nordeste
MANova Iorque,210730,2107308,MA,Nova Iorque,Região Nordeste
MANova Olinda do Maranhão,210735,2107357,MA,Nova Olinda do Maranhão,Região Nordeste
MAOlho D'água Das Cunhãs,210740,2107407,MA,Olho D´água Das Cunhãs,Região Nordeste
MAOlinda Nova do Maranhão,210745,2107456,MA,Olinda Nova do Maranhão,Região Nordeste
MAPaço do Lumiar,210750,2107506,MA,Paço do Lumiar,Região Nordeste
MAPalmeirândia,210760,2107605,MA,Palmeirândia,Região Nordeste
MAParaibano,210770,2107704,MA,Paraibano,Região Nordeste
MAParnarama,210780,2107803,MA,Parnarama,Região Nordeste
MAPassagem Franca,210790,2107902,MA,Passagem Franca,Região Nordeste
MAPastos Bons,210800,2108009,MA,Pastos Bons,Região Nordeste
MAPaulino Neves,210805,2108058,MA,Paulino Neves,Região Nordeste
MAPaulo Ramos,210810,2108108,MA,Paulo Ramos,Região Nordeste
MAPedreiras,210820,2108207,MA,Pedreiras,Região Nordeste
MAPedro do Rosário,210825,2108256,MA,Pedro do Rosário,Região Nordeste
MAPenalva,210830,2108306,MA,Penalva,Região Nordeste
MAPeri Mirim,210840,2108405,MA,Peri Mirim,Região Nordeste
MAPeritoró,210845,2108454,MA,Peritoró,Região Nordeste
MAPindaré-mirim,210850,2108504,MA,Pindaré-mirim,Região Nordeste
MAPinheiro,210860,2108603,MA,Pinheiro,Região Nordeste
MAPio Xii,210870,2108702,MA,Pio Xii,Região Nordeste
MAPirapemas,210880,2108801,MA,Pirapemas,Região Nordeste
MAPoção de Pedras,210890,2108900,MA,Poção de Pedras,Região Nordeste
MAPorto Franco,210900,2109007,MA,Porto Franco,Região Nordeste
MAPorto Rico do Maranhão,210905,2109056,MA,Porto Rico do Maranhão,Região Nordeste
MAPresidente Dutra,210910,2109106,MA,Presidente Dutra,Região Nordeste
MAPresidente Juscelino,210920,2109205,MA,Presidente Juscelino,Região Nordeste
MAPresidente Médici,210923,2109239,MA,Presidente Médici,Região Nordeste
MAPresidente Sarney,210927,2109270,MA,Presidente Sarney,Região Nordeste
MAPresidente Vargas,210930,2109304,MA,Presidente Vargas,Região Nordeste
MAPrimeira Cruz,210940,2109403,MA,Primeira Cruz,Região Nordeste
MARaposa,210945,2109452,MA,Raposa,Região Nordeste
MARiachão,210950,2109502,MA,Riachão,Região Nordeste
MARibamar Fiquene,210955,2109551,MA,Ribamar Fiquene,Região Nordeste
MARosário,210960,2109601,MA,Rosário,Região Nordeste
MASambaíba,210970,2109700,MA,Sambaíba,Região Nordeste
MASanta Filomena do Maranhão,210975,2109759,MA,Santa Filomena do Maranhão,Região Nordeste
MASanta Helena,210980,2109809,MA,Santa Helena,Região Nordeste
MASanta Inês,210990,2109908,MA,Santa Inês,Região Nordeste
MASanta Luzia,211000,2110005,MA,Santa Luzia,Região Nordeste
MASanta Luzia do Paruá,211003,2110039,MA,Santa Luzia do Paruá,Região Nordeste
MASanta Quitéria do Maranhão,211010,2110104,MA,Santa Quitéria do Maranhão,Região Nordeste
MASanta Rita,211020,2110203,MA,Santa Rita,Região Nordeste
MASantana do Maranhão,211023,2110237,MA,Santana do Maranhão,Região Nordeste
MASanto Amaro do Maranhão,211027,2110278,MA,Santo Amaro do Maranhão,Região Nordeste
MASanto Antônio Dos Lopes,211030,2110302,MA,Santo Antônio Dos Lopes,Região Nordeste
MASão Benedito do Rio Preto,211040,2110401,MA,São Benedito do Rio Preto,Região Nordeste
MASão Bento,211050,2110500,MA,São Bento,Região Nordeste
MASão Bernardo,211060,2110609,MA,São Bernardo,Região Nordeste
MASão Domingos do Azeitão,211065,2110658,MA,São Domingos do Azeitão,Região Nordeste
MASão Domingos do Maranhão,211070,2110708,MA,São Domingos do Maranhão,Região Nordeste
MASão Félix de Balsas,211080,2110807,MA,São Félix de Balsas,Região Nordeste
MASão Francisco do Brejão,211085,2110856,MA,São Francisco do Brejão,Região Nordeste
MASão Francisco do Maranhão,211090,2110906,MA,São Francisco do Maranhão,Região Nordeste
MASão João Batista,211100,2111003,MA,São João Batista,Região Nordeste
MASão João do Carú,211102,2111029,MA,São João do Carú,Região Nordeste
MASão João do Paraíso,211105,2111052,MA,São João do Paraíso,Região Nordeste
MASão João do Soter,211107,2111078,MA,São João do Soter,Região Nordeste
MASão João Dos Patos,211110,2111102,MA,São João Dos Patos,Região Nordeste
MASão José de Ribamar,211120,2111201,MA,São José de Ribamar,Região Nordeste
MASão José Dos Basílios,211125,2111250,MA,São José Dos Basílios,Região Nordeste
MASão Luís,211130,2111300,MA,São Luís,Região Nordeste
MASão Luís Gonzaga do Maranhão,211140,2111409,MA,São Luís Gonzaga do Maranhão,Região Nordeste
MASão Mateus do Maranhão,211150,2111508,MA,São Mateus do Maranhão,Região Nordeste
MASão Pedro da Água Branca,211153,2111532,MA,São Pedro da Água Branca,Região Nordeste
MASão Pedro Dos Crentes,211157,2111573,MA,São Pedro Dos Crentes,Região Nordeste
MASão Raimundo Das Mangabeiras,211160,2111607,MA,São Raimundo Das Mangabeiras,Região Nordeste
MASão Raimundo do Doca Bezerra,211163,2111631,MA,São Raimundo do Doca Bezerra,Região Nordeste
MASão Roberto,211167,2111672,MA,São Roberto,Região Nordeste
MASão Vicente Ferrer,211170,2111706,MA,São Vicente Ferrer,Região Nordeste
MASatubinha,211172,2111722,MA,Satubinha,Região Nordeste
MASenador Alexandre Costa,211174,2111748,MA,Senador Alexandre Costa,Região Nordeste
MASenador la Rocque,211176,2111763,MA,Senador la Rocque,Região Nordeste
MASerrano do Maranhão,211178,2111789,MA,Serrano do Maranhão,Região Nordeste
MASítio Novo,211180,2111805,MA,Sítio Novo,Região Nordeste
MASucupira do Norte,211190,2111904,MA,Sucupira do Norte,Região Nordeste
MASucupira do Riachão,211195,2111953,MA,Sucupira do Riachão,Região Nordeste
MATasso Fragoso,211200,2112001,MA,Tasso Fragoso,Região Nordeste
MATimbiras,211210,2112100,MA,Timbiras,Região Nordeste
MATimon,211220,2112209,MA,Timon,Região Nordeste
MATrizidela do Vale,211223,2112233,MA,Trizidela do Vale,Região Nordeste
MATufilândia,211227,2112274,MA,Tufilândia,Região Nordeste
MATuntum,211230,2112308,MA,Tuntum,Região Nordeste
MATuriaçu,211240,2112407,MA,Turiaçu,Região Nordeste
MATurilândia,211245,2112456,MA,Turilândia,Região Nordeste
MATutóia,211250,2112506,MA,Tutóia,Região Nordeste
MAUrbano Santos,211260,2112605,MA,Urbano Santos,Região Nordeste
MAVargem Grande,211270,2112704,MA,Vargem Grande,Região Nordeste
MAViana,211280,2112803,MA,Viana,Região Nordeste
MAVila Nova Dos Martírios,211285,2112852,MA,Vila Nova Dos Martírios,Região Nordeste
MAVitória do Mearim,211290,2112902,MA,Vitória do Mearim,Região Nordeste
MAVitorino Freire,211300,2113009,MA,Vitorino Freire,Região Nordeste
MAzé Doca,211400,2114007,MA,zé Doca,Região Nordeste
PIAcauã,220005,2200053,PI,Acauã,Região Nordeste
PIAgricolândia,220010,2200103,PI,Agricolândia,Região Nordeste
PIÁgua Branca,220020,2200202,PI,Água Branca,Região Nordeste
PIAlagoinha do Piauí,220025,2200251,PI,Alagoinha do Piauí,Região Nordeste
PIAlegrete do Piauí,220027,2200277,PI,Alegrete do Piauí,Região Nordeste
PIAlto Longá,220030,2200301,PI,Alto Longá,Região Nordeste
PIAltos,220040,2200400,PI,Altos,Região Nordeste
PIAlvorada do Gurguéia,220045,2200459,PI,Alvorada do Gurguéia,Região Nordeste
PIAmarante,220050,2200509,PI,Amarante,Região Nordeste
PIAngical do Piauí,220060,2200608,PI,Angical do Piauí,Região Nordeste
PIAnísio de Abreu,220070,2200707,PI,Anísio de Abreu,Região Nordeste
PIAntônio Almeida,220080,2200806,PI,Antônio Almeida,Região Nordeste
PIAroazes,220090,2200905,PI,Aroazes,Região Nordeste
PIAroeiras do Itaim,220095,2200954,PI,Aroeiras do Itaim,Região Nordeste
PIArraial,220100,2201002,PI,Arraial,Região Nordeste
PIAssunção do Piauí,220105,2201051,PI,Assunção do Piauí,Região Nordeste
PIAvelino Lopes,220110,2201101,PI,Avelino Lopes,Região Nordeste
PIBaixa Grande do Ribeiro,220115,2201150,PI,Baixa Grande do Ribeiro,Região Nordeste
PIBarra D'alcântara,220117,2201176,PI,Barra D´alcântara,Região Nordeste
PIBarras,220120,2201200,PI,Barras,Região Nordeste
PIBarreiras do Piauí,220130,2201309,PI,Barreiras do Piauí,Região Nordeste
PIBarro Duro,220140,2201408,PI,Barro Duro,Região Nordeste
PIBatalha,220150,2201507,PI,Batalha,Região Nordeste
PIBela Vista do Piauí,220155,2201556,PI,Bela Vista do Piauí,Região Nordeste
PIBelém do Piauí,220157,2201572,PI,Belém do Piauí,Região Nordeste
PIBeneditinos,220160,2201606,PI,Beneditinos,Região Nordeste
PIBertolínia,220170,2201705,PI,Bertolínia,Região Nordeste
PIBetânia do Piauí,220173,2201739,PI,Betânia do Piauí,Região Nordeste
PIBoa Hora,220177,2201770,PI,Boa Hora,Região Nordeste
PIBocaina,220180,2201804,PI,Bocaina,Região Nordeste
PIBom Jesus,220190,2201903,PI,Bom Jesus,Região Nordeste
PIBom Princípio do Piauí,220191,2201919,PI,Bom Princípio do Piauí,Região Nordeste
PIBonfim do Piauí,220192,2201929,PI,Bonfim do Piauí,Região Nordeste
PIBoqueirão do Piauí,220194,2201945,PI,Boqueirão do Piauí,Região Nordeste
PIBrasileira,220196,2201960,PI,Brasileira,Região Nordeste
PIBrejo do Piauí,220198,2201988,PI,Brejo do Piauí,Região Nordeste
PIBuriti Dos Lopes,220200,2202000,PI,Buriti Dos Lopes,Região Nordeste
PIBuriti Dos Montes,220202,2202026,PI,Buriti Dos Montes,Região Nordeste
